Product_Name,Discounted_Price,Discount,Original_Price,Rating,No_of_ratings,itemURL,Platform
"Dr Gluten Gluten-Free Platinum Atta, 1 kg",157.0,2.0,160.0,4.2,178,https://www.amazon.in/Dr-Gluten-Gluten-Free-Platinum-Atta/dp/B01N2I8AT6/ref=sr_1_260?dchild=1&qid=1591099869&s=grocery&sr=1-260,Amazon
Indiana Sabudana (Sago/Tapioca) - 1 kg,290.0,17.0,350.0,5.0,5,https://www.amazon.in/Indiana-Sabudana-Sago-Tapioca/dp/B07VK3RTFF/ref=sr_1_263?dchild=1&qid=1591099869&s=grocery&sr=1-263,Amazon
"Mangat Ram Moong Chilka, 1kg",187.0,10.0,208.0,4.5,26,https://www.amazon.in/Mangat-Ram-Moong-Chilka-1kg/dp/B07H3385X8/ref=sr_1_265?dchild=1&qid=1591099869&s=grocery&sr=1-265,Amazon
Tenali Double Horse Urad Dall Whole 5 Kg Pack of 2,1220.0,24.0,1600.0,4.8,9,https://www.amazon.in/Tenali-Double-Horse-Orid-Dall/dp/B07QCSBPZ5/ref=sr_1_266?dchild=1&qid=1591099869&s=grocery&sr=1-266,Amazon
"Kohinoor Dubar Authentic Basmati Rice, 1 Kg",109.0,9.0,120.0,3.4,58,https://www.amazon.in/Kohinoor-Dubar-Basmati-Rice-1KG/dp/B074QT1XLD/ref=sr_1_267?dchild=1&qid=1591099869&s=pantry&sr=1-267,Amazon
"Ronak Raunak Poha (Flattened Rice/Atukulu), 1 kg",87.0,42.0,150.0,4.0,1,https://www.amazon.in/Ronak-Raunak-Poha-Flattened-Atukulu/dp/B083D3FCCK/ref=sr_1_268?dchild=1&qid=1591099869&s=grocery&sr=1-268,Amazon
"Jiwa Diabetic Care Atta, 1Kg",125.0,37.0,199.0,3.7,53,https://www.amazon.in/Jiwa-Diabetic-Care-Atta-900g/dp/B079RZM4ND/ref=sr_1_269?dchild=1&qid=1591099869&s=grocery&sr=1-269,Amazon
"Pro Nature 100% Organic Sonamasoori Rice, 1kg",92.0,7.0,99.0,3.9,123,https://www.amazon.in/Pro-Nature-100-Organic-Sonamasoori/dp/B075MPLTHX/ref=sr_1_269?dchild=1&qid=1591099869&s=pantry&sr=1-269,Amazon
"Mangat Ram Urad Sabut, 1kg",166.0,10.0,184.0,4.7,5,https://www.amazon.in/Mangat-Ram-Urad-Sabut-1kg/dp/B07H2WV85N/ref=sr_1_270?dchild=1&qid=1591099869&s=grocery&sr=1-270,Amazon
"Natureland Organics Maize Dalia (Makki, Corn Dalia) 500 Gm - Organic Makka Dalia",47.0,5.0,50.0,3.3,14,https://www.amazon.in/Natureland-Organics-Maize-Dalia-Pack/dp/B07B9X5D91/ref=sr_1_275?dchild=1&qid=1591099869&s=grocery&sr=1-275,Amazon
"FARMUP Soyabean - 1 Kg | Premium Quality, High Protine Soyabean - 100% Pure & Natural",199.0,34.0,300.0,3.8,36,https://www.amazon.in/FARMUP-Farmup-Soyabean-1kg/dp/B07D2Y4ZR4/ref=sr_1_276?dchild=1&qid=1591099869&s=grocery&sr=1-276,Amazon
"Scotti Arborio Rice Vac-Pack, 1kg",420.0,1.0,425.0,4.6,9,https://www.amazon.in/Scotti-Arborio-Rice-Vac-Pack-1kg/dp/B07NWGFW5M/ref=sr_1_277?dchild=1&qid=1591099869&s=grocery&sr=1-277,Amazon
Sakura Wasabi Paste - 43gm,220.0,2.0,225.0,3.9,9,https://www.amazon.in/Sakura-Wasabi-Paste-43gm/dp/B07PGY8WGV/ref=sr_1_279?dchild=1&qid=1591099869&s=grocery&sr=1-279,Amazon
"Namma Nellu Traditional White Rice - Seeraga Samba (Raw Rice) / சீரக சம்பா (பச்சரிசி) - (1 kg, Pack of 2)",159.0,1.0,160.0,4.3,4,https://www.amazon.in/Namma-Nellu-Traditional-White-Seeraga/dp/B07P94VQNF/ref=sr_1_283?dchild=1&qid=1591099869&s=grocery&sr=1-283,Amazon
"ASHOKA Pure & Tasty Refined Fibrous Sattu, 500 Grams Pack of 2",329.0,45.0,599.0,4.7,8,https://www.amazon.in/Ashoka-Sattu-500-Grams-Pack/dp/B077YLYCCQ/ref=sr_1_284?dchild=1&qid=1591099869&s=grocery&sr=1-284,Amazon
Natureland Organics Chana Besan 500 Gm,85.0,5.0,90.0,4.4,23,https://www.amazon.in/Natureland-Organics-Chana-Besan-pack/dp/B07B9XLLD2/ref=sr_1_285?dchild=1&qid=1591099869&s=grocery&sr=1-285,Amazon
"Natureland Organics Cowpea Black Eye/Lobia Pouch, 1 kg",166.0,5.0,175.0,3.9,8,https://www.amazon.in/Natureland-Organics-Cowpea-Black-Lobia/dp/B07W98SBWK/ref=sr_1_286?dchild=1&qid=1591099869&s=grocery&sr=1-286,Amazon
"True Elements Gluten Free Steel Cut Oats, 1 kg",307.0,6.0,325.0,4.1,132,https://www.amazon.in/True-Elements-Gluten-Free-Steel/dp/B01IHYUFKU/ref=sr_1_287?dchild=1&qid=1591099869&s=grocery&sr=1-287,Amazon
Laxmi Daily Feast Kulthi Horse Gram (500 g),159.0,27.0,219.0,2.7,5,https://www.amazon.in/Kulthi-Horse-Gram-500-Gm/dp/B07KZR4BGP/ref=sr_1_289?dchild=1&qid=1591099869&s=grocery&sr=1-289,Amazon
"Josef Marc Farine de ble T45 Cake Flour, 1kg - Unbleached & Low Protein Flour, Non-chlorinated, Non-GMO, Non-Fortified & Non-bro-mated, All Purpose Cake Flour.",275.0,21.0,350.0,3.8,26,https://www.amazon.in/Josef-Marc-Farine-Cake-Flour/dp/B07NLBWF3V/ref=sr_1_290?dchild=1&qid=1591099869&s=grocery&sr=1-290,Amazon
"Re:Live Wheat Bran Healthy & High Fibre Box, 500g",78.0,13.0,90.0,4.7,6,https://www.amazon.in/Re-Live-Wheat-Healthy-Fibre/dp/B07XXWJ2XX/ref=sr_1_292?dchild=1&qid=1591099869&s=grocery&sr=1-292,Amazon
Amwel Ragi Atta ( Finger Millet Flour) 500g,90.0,18.0,110.0,4.2,4,https://www.amazon.in/Amwel-Ragi-Finger-Millet-Flour/dp/B07D76LMMM/ref=sr_1_293?dchild=1&qid=1591099869&s=grocery&sr=1-293,Amazon
Jai Jinendra Food & Grocery Product Soyabeans (SOYA Bean) Seeds- 1 kg,249.0,38.0,400.0,4.1,27,https://www.amazon.in/Jinendra-%E0%A4%95%E0%A4%BF%E0%A4%B0%E0%A4%BE%E0%A4%A8%E0%A5%87-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%A1%E0%A4%95%E0%A5%8D%E0%A4%9F-%E0%A4%B8%E0%A5%8B%E0%A4%AF%E0%A4%BE%E0%A4%AC%E0%A5%80%E0%A4%A8-%E0%A4%B8%E0%A5%8D%E0%A4%B5%E0%A5%87%E0%A4%9C/dp/B07J5J1THZ/ref=sr_1_294?dchild=1&qid=1591099869&s=grocery&sr=1-294,Amazon
FARM 2 YOU DESSICATED Coconut Powder|NARIYAL BURADA for Cooking 400GM,269.0,55.0,600.0,5.0,2,https://www.amazon.in/FARM-YOU-DESSICATED-Coconut-NARIYAL/dp/B07ZMRCB7K/ref=sr_1_292?dchild=1&qid=1591099869&s=grocery&sr=1-292,Amazon
"Natureland Organics Black Rice Pouch, 500 g",171.0,5.0,180.0,3.6,8,https://www.amazon.in/Natureland-Organics-Black-Rice-Pouch/dp/B07SRGR9NH/ref=sr_1_293?dchild=1&qid=1591099869&s=grocery&sr=1-293,Amazon
SHRILALMAHAL Empire Basmati Rice (Most Premium) (10Kg : 10 x 1 Kg) | Low Glycemic Index | Gluten Free,1669.0,52.0,3500.0,3.8,596,https://www.amazon.in/SHRILALMAHAL-%E0%A4%8F%E0%A4%AE%E0%A5%8D%E0%A4%AA%E0%A4%BE%E0%A4%AF%E0%A4%B0-%E0%A4%AC%E0%A4%BE%E0%A4%B8%E0%A4%AE%E0%A4%A4%E0%A5%80-%E0%A4%9A%E0%A4%BE%E0%A4%B5%E0%A4%B2-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A5%80%E0%A4%AE%E0%A4%BF%E0%A4%AF%E0%A4%AE/dp/B07GYN5C5K/ref=sr_1_295?dchild=1&qid=1591099869&s=grocery&sr=1-295,Amazon
"RAMAJEYAM Premium Rice Classic Idly Rice, 5Kg",450.0,25.0,600.0,4.3,107,https://www.amazon.in/RAMAJEYAM-Premium-Rice-Classic-Idly/dp/B0778DDKH2/ref=sr_1_296?dchild=1&qid=1591099869&s=grocery&sr=1-296,Amazon
"Josef Marc Unbleached Self Raising Flour, 1Kg - Made with Non-Aluminum Baking Powder, Non-GMO, Non-Fortified & Non-bro-mated.",299.0,15.0,350.0,5.0,2,https://www.amazon.in/Josef-Marc-Unbleached-Raising-Flour/dp/B081F7M2C6/ref=sr_1_297?dchild=1&qid=1591099869&s=grocery&sr=1-297,Amazon
NutroActive Keto Atta Gluten Free Ultra Low Carb Flour - 750g,469.0,33.0,699.0,3.9,27,https://www.amazon.in/NutroActive-Keto-Gluten-Ultra-Flour/dp/B081233SS8/ref=sr_1_298?dchild=1&qid=1591099869&s=grocery&sr=1-298,Amazon
Shiaya Vegetarian Poha 500 GM,110.0,31.0,159.0,1.0,1,https://www.amazon.in/SHIAYA-Organic-Vegetarian-Poha/dp/B07VBDQM2N/ref=sr_1_299?dchild=1&qid=1591099869&s=grocery&sr=1-299,Amazon
Swad SOYA Chunks (High Protein SOYA Badi | 99% Fat Free SOYA Wadi | 100% Vegetarian) 2 Boxes x 200g,199.0,50.0,399.0,2.0,1,https://www.amazon.in/Swad-Chunks-Protein-Vegetarian-Boxes/dp/B0891TFHDT/ref=sr_1_300?dchild=1&qid=1591099869&s=grocery&sr=1-300,Amazon
"Raunak Premium Moth (Matki), 1kg",139.0,7.0,149.0,5.0,1,https://www.amazon.in/Raunak-Premium-Moth-Matki-1kg/dp/B08545DJMD/ref=sr_1_301?dchild=1&qid=1591099869&s=grocery&sr=1-301,Amazon
INDIRAS Ragi Huri Hittu Special (400 g),135.0,4.0,140.0,4.3,41,https://www.amazon.in/Indiras-Ragi-Huri-Hittu-Special/dp/B01BHW8BZA/ref=sr_1_308?dchild=1&qid=1591099869&s=grocery&sr=1-308,Amazon
Jivabhumi Organic Jowar Whole 1 kg,199.0,10.0,220.0,3.9,4,https://www.amazon.in/Jivabhumi-Organic-Jowar-Whole/dp/B07HSXV6TL/ref=sr_1_309?dchild=1&qid=1591099869&s=grocery&sr=1-309,Amazon
"GrowFit 100% Natural Almond Flour Without Skin (200 gm, Keto Friendly)",450.0,10.0,500.0,3.9,21,https://www.amazon.in/Grow-Fit-Natural-Without-Friendly/dp/B07B4DGL8B/ref=sr_1_310?dchild=1&qid=1591099869&s=grocery&sr=1-310,Amazon
"ELWORLD AGRO & ORGANIC FOOD PRODUCTS Whole Sharbati Wheat Flour Atta, 5 Kg",515.0,1.0,520.0,3.7,34,https://www.amazon.in/ELWORLD-AGRO-ORGANIC-FOOD-PRODUCTS/dp/B071ZJ7FQ6/ref=sr_1_311?dchild=1&qid=1591099869&s=grocery&sr=1-311,Amazon
EasyBee Buckwheat 900g Kuttu Giri Buckwheat Seed Groat Kasha Gluten Free,285.0,25.0,380.0,4.4,34,https://www.amazon.in/EasyBee-Buckwheat-Kuttu-Groat-Gluten/dp/B07HX79VQQ/ref=sr_1_312?dchild=1&qid=1591099869&s=grocery&sr=1-312,Amazon
Wheafree Gluten Free Flour 1 kg (Certified Gluten Free),133.0,5.0,140.0,3.5,32,https://www.amazon.in/Wheafree-Gluten-Free-Flour-1kg/dp/B01MXMOY4S/ref=sr_1_313?dchild=1&qid=1591099869&s=grocery&sr=1-313,Amazon
Forgotten Foods - Organic Barnyard Millet - (900 g),155.0,3.0,160.0,4.3,3,https://www.amazon.in/Forgotten-Foods-Organic-Barnyard-Millet/dp/B076BN9ZTS/ref=sr_1_314?dchild=1&qid=1591099869&s=grocery&sr=1-314,Amazon
"Kohinoor Tibar Authentic Basmati Rice, 5 Kg",589.0,12.0,670.0,3.5,20,https://www.amazon.in/Kohinoor-Tibar-Basmati-Rice-5kg/dp/B074QMNDQY/ref=sr_1_316?dchild=1&qid=1591099869&s=pantry&sr=1-316,Amazon
"B&B Organics Idly Rice, 3 kg",510.0,15.0,600.0,4.1,10,https://www.amazon.in/Generic-Organics-Idly-Rice/dp/B07GB2VB3B/ref=sr_1_317?dchild=1&qid=1591099869&s=grocery&sr=1-317,Amazon
MUKESH FLOUR MILL Cournflour (makke ka aata) 1kg,175.0,38.0,280.0,4.4,3,https://www.amazon.in/Cournflour-makke-ka-aata-1kg/dp/B07RMJHYCH/ref=sr_1_318?dchild=1&qid=1591099869&s=grocery&sr=1-318,Amazon
Vasani's 100% Natural Broken Wheat Dalia 500g,65.0,34.0,99.0,4.1,4,https://www.amazon.in/Vasanis-Natural-Broken-Wheat-Dalia/dp/B084DVJCDB/ref=sr_1_316?dchild=1&qid=1591099869&s=grocery&sr=1-316,Amazon
INDIRAS Ragi Dosa Mix (500 g),80.0,16.0,95.0,4.5,7,https://www.amazon.in/INDIRAS-Ragi-Dosa-Mix-500/dp/B07Q73NQB5/ref=sr_1_317?dchild=1&qid=1591099869&s=grocery&sr=1-317,Amazon
FARM 2 YOU Puffed Rice|BHADANG|MURMURA|KURMURA 400GM,199.0,60.0,498.0,2.5,15,https://www.amazon.in/FARM-YOU-BHADANG-MURMURA-KURMURA/dp/B081Y47TV4/ref=sr_1_318?dchild=1&qid=1591099869&s=grocery&sr=1-318,Amazon
"ELWORLD AGRO & ORGANIC FOOD PRODUCTS Organic Soyabean Whole, 1 Kg X 2 - Pack of 2",344.0,1.0,348.0,4.2,60,https://www.amazon.in/ELWORLD-AGRO-ORGANIC-FOOD-PRODUCTS/dp/B07D4JWT3S/ref=sr_1_319?dchild=1&qid=1591099869&s=grocery&sr=1-319,Amazon
"Josef Marc Coarse Rye Flour for Baking Purpose - 1 kg | Unbleached, High Fiber & High Protien, Non-chlorinated, Non-GMO & Non-bro-mated, Italian Type 1150 Flour, All Purpose Rye Flour.",499.0,17.0,600.0,4.0,12,https://www.amazon.in/Josef-Marc-Coarse-Baking-Purpose/dp/B07TLXLRMQ/ref=sr_1_320?dchild=1&qid=1591099869&s=grocery&sr=1-320,Amazon
HOME MADE Chana Sattu Pure No Additives or Preservatives (1 Kg),249.0,24.0,329.0,5.0,2,https://www.amazon.in/HOME-MADE-Chana-Additives-Preservatives/dp/B08125YRY9/ref=sr_1_321?dchild=1&qid=1591099869&s=grocery&sr=1-321,Amazon
"JIWA healthy by nature Organic Quinoa Flour, 900g",285.0,56.0,650.0,3.8,23,https://www.amazon.in/Jiwa-Healthy-Nature-Organic-Quinoa/dp/B07B25XCDY/ref=sr_1_323?dchild=1&qid=1591099869&s=grocery&sr=1-323,Amazon
Tenali Double Horse Urad Dall Whole 500 Grams Pack of 10,610.0,24.0,800.0,4.3,5,https://www.amazon.in/Tenali-Double-Horse-Orid-Grams/dp/B07QGYYMXP/ref=sr_1_325?dchild=1&qid=1591099869&s=grocery&sr=1-325,Amazon
"Kohinoor Traditional Authentic Aged Basmati Rice, 5 Kg",895.0,15.0,1055.0,3.6,36,https://www.amazon.in/Kohinoor-Traditional-Authentic-Aged-Basmati/dp/B01H5MABJ0/ref=sr_1_326?dchild=1&qid=1591099869&s=pantry&sr=1-326,Amazon
INDIRAS Ragi Huri Hittu (400g),65.0,10.0,72.0,4.8,35,https://www.amazon.in/Indiras-Ragi-Huri-Hittu-Grams/dp/B01BHW8D7G/ref=sr_1_331?dchild=1&qid=1591099869&s=grocery&sr=1-331,Amazon
"Mangat Ram Urad Chilka, 1kg",167.0,10.0,185.0,4.1,26,https://www.amazon.in/Mangat-Ram-Urad-Chilka-1kg/dp/B07H342MLN/ref=sr_1_332?dchild=1&qid=1591099869&s=grocery&sr=1-332,Amazon
ZERO-G Gluten-Free Water Chestnut Singhara Flour (500g) (Pack of 1),280.0,15.0,330.0,4.4,34,https://www.amazon.in/ZERO-G-%E0%A4%97%E0%A5%8D%E0%A4%B2%E0%A5%82%E0%A4%9F%E0%A5%87%E0%A4%A8-%E0%A4%AB%E0%A5%8D%E0%A4%B0%E0%A5%80-%E0%A4%B5%E0%A4%BE%E0%A4%9F%E0%A4%B0-%E0%A4%9A%E0%A5%87%E0%A4%B8%E0%A5%8D%E0%A4%9F%E0%A4%A8%E0%A4%9F-Singhara/dp/B07V2R5GMR/ref=sr_1_333?dchild=1&qid=1591099869&s=grocery&sr=1-333,Amazon
Zero-G Gluten-Free Brown Rice Flour (1 kg Pouch),175.0,10.0,195.0,4.3,23,https://www.amazon.in/Zero-G-Gluten-Free-Brown-Rice-Flour/dp/B00EZL7XAK/ref=sr_1_334?dchild=1&qid=1591099869&s=grocery&sr=1-334,Amazon
"Ogranny Farm Products Mixed Millets Combo Pack of 7 (Finger Millet 500g, Proso Millet 500g, Kodo Millet 500g, Little Millet 500g, Foxtail Millet 500g, Pearl Millet 500g, & Barnyard Millet 500g)",439.0,33.0,655.0,1.0,1,https://www.amazon.in/Ogranny-Farm-Products-Millets-Barnyard/dp/B07QHFJCJ8/ref=sr_1_335?dchild=1&qid=1591099869&s=grocery&sr=1-335,Amazon
"Naturevibe Botanicals Barley Flour, 1 kg",300.0,25.0,399.0,4.1,20,https://www.amazon.in/Naturevibe-Botanicals-Organic-Barley-Flour/dp/B07RVB213X/ref=sr_1_338?dchild=1&qid=1591099869&s=grocery&sr=1-338,Amazon
Amwel Chawal Atta ( Rice Flour ) 500g,70.0,22.0,90.0,2.4,4,https://www.amazon.in/Amwel-Chawal-Atta-Rice-Flour/dp/B07BVNKPCL/ref=sr_1_340?dchild=1&qid=1591099869&s=grocery&sr=1-340,Amazon
Natureland Organics Sona Masoori Rice 1 Kg - Organic Rice,109.0,5.0,115.0,4.6,3,https://www.amazon.in/Natureland-Organics-Sona-Mansoori-Rice/dp/B07B9VYL3N/ref=sr_1_342?dchild=1&qid=1591099869&s=grocery&sr=1-342,Amazon
P Mark Wheat Bran 500 Grams Pack of 2 + Free Dalia 200 Grams,230.0,23.0,300.0,4.5,14,https://www.amazon.in/Mark-Wheat-Bran-Grams-Sooji/dp/B07JCMZDVD/ref=sr_1_340?dchild=1&qid=1591099869&s=grocery&sr=1-340,Amazon
NatureVit Quinoa Seeds - 5 Kg (Saver Pack) [ 5 Packets x 1 Kg ],999.0,50.0,2000.0,4.2,148,https://www.amazon.in/NatureVit-Quinoa-Seeds-Saver-Pack/dp/B07DY27FMR/ref=sr_1_341?dchild=1&qid=1591099869&s=grocery&sr=1-341,Amazon
Pmw® - Grade A Quality - Idly Ravva - Premium Idly Rawa - Chawal Da Atta - 1 Kilo,109.0,36.0,169.0,3.3,5,https://www.amazon.in/Pmw%C2%AE-Grade-Quality-Premium-Chawal/dp/B07QBLD5DP/ref=sr_1_343?dchild=1&qid=1591099869&s=grocery&sr=1-343,Amazon
FARM 2 YOU All Natural and Fiber-Rich Pearl Barley Jau Ghat 900GM,249.0,38.0,400.0,1.0,2,https://www.amazon.in/FARM-YOU-Natural-Fiber-Rich-Barley/dp/B07ZLT92PF/ref=sr_1_344?dchild=1&qid=1591099869&s=grocery&sr=1-344,Amazon
"Prasaar Poha (Flattened Rice) Thick,500 GMS - Pack of 3",145.0,15.0,170.0,2.3,3,https://www.amazon.in/Prasaar-Poha-Flattened-Rice-Thick/dp/B0837XQBQ1/ref=sr_1_345?dchild=1&qid=1591099869&s=grocery&sr=1-345,Amazon
FOODThink Roasted Rava/Sooji (Semolina) with Wheat Bran 500g,75.0,25.0,100.0,5.0,6,https://www.amazon.in/FOODThink-Roasted-Sooji-Semolina-Wheat/dp/B0727W4QYP/ref=sr_1_346?dchild=1&qid=1591099869&s=grocery&sr=1-346,Amazon
"Dryfruit Mart Fine Almond Flour, 500g",680.0,24.0,900.0,4.3,18,https://www.amazon.in/Dryfruit-Mart-Fine-Almond-Flour/dp/B077QNHSRM/ref=sr_1_348?dchild=1&qid=1591099869&s=grocery&sr=1-348,Amazon
TWF Nutritious Sharbati Highland Flour Wheat Atta - 5 Kg Pack,699.0,13.0,799.0,4.2,97,https://www.amazon.in/TWF-Nutritious-Sharbati-Highland-Flour/dp/B072PWN5WP/ref=sr_1_349?dchild=1&qid=1591099869&s=grocery&sr=1-349,Amazon
"Godka Almond Flour/Badam Powder,1kg",890.0,6.0,949.0,5.0,2,https://www.amazon.in/Godka-Almond-Flour-Badam-Powder/dp/B0822VR47D/ref=sr_1_355?dchild=1&qid=1591099869&s=grocery&sr=1-355,Amazon
Zero-G Gluten-free Roasted Gram Flour Sattu (500g Pouch),165.0,6.0,175.0,3.7,11,https://www.amazon.in/Zero-G-Gluten-free-HEALTHY-ALTERNATIVES-Super/dp/B00XL78Y7U/ref=sr_1_356?dchild=1&qid=1591099869&s=grocery&sr=1-356,Amazon
Mah Boonkring Jasmine Gold Thai Rice (2 Kg),762.0,49.0,1500.0,4.6,6,https://www.amazon.in/Jasmine-Gold-Thai-Mah-Krong/dp/B0054CYS5W/ref=sr_1_358?dchild=1&qid=1591099869&s=grocery&sr=1-358,Amazon
"921 GRM Natural Organic Sticky Rice for Chinese, Japanese & Korean Dishes",500.0,33.0,750.0,5.0,3,https://www.amazon.in/921-Natural-Organic-Chinese-Japanese/dp/B0845W6CJL/ref=sr_1_360?dchild=1&qid=1591099869&s=grocery&sr=1-360,Amazon
Nachankar Agro Jowar Flour 1kg,154.0,9.0,170.0,3.3,3,https://www.amazon.in/Nachankar-Agro-Jowar-Flour-1kg/dp/B07WSP224S/ref=sr_1_361?dchild=1&qid=1591099869&s=grocery&sr=1-361,Amazon
